Keyword,Content,sentiment_score,Date_of_posting,Reply_status,reply_delay,Key_relevance,app_name
hygiene inadequate,"Uber Qatar is in sever need for top level attention. The customer experience is in bad shape and should be attended to urgently. Drivers and cars hygiene is inadequate to put it nicely, drivers continuously cancel rides after making customers wait for minutes on end, and the maps seem to have big tech glitches. Leadership should have a close look at the situation, I'm sure the monthly unrecognised profits are piling up.",-1,2025-09-11 14:21:47,0,,0.1043,Uber
tech glitches,"Uber Qatar is in sever need for top level attention. The customer experience is in bad shape and should be attended to urgently. Drivers and cars hygiene is inadequate to put it nicely, drivers continuously cancel rides after making customers wait for minutes on end, and the maps seem to have big tech glitches. Leadership should have a close look at the situation, I'm sure the monthly unrecognised profits are piling up.",-1,2025-09-11 14:21:47,0,,0.098,Uber
super,superb very good,1,2025-09-11 14:20:21,0,,0.9034,Uber
good customer,superb very good,1,2025-09-11 14:20:21,0,,0.4012,Uber
ride good,My ride good,1,2025-09-11 14:13:07,0,,0.8761,Uber
ride 40,My ride good,1,2025-09-11 14:13:07,0,,0.7245,Uber
good customer,My ride good,1,2025-09-11 14:13:07,0,,0.4546,Uber
app ride,"What a trash app, the ride was supposed to be less than £5 but due to traffic it was almost £9. Absolute joke. I understand adding a fee but doubling the price because you can is a joke. This is the last time I'm using it. I can't imagine what I would pay if I would get stuck in an accident. Uninstalled.",-1,2025-09-11 14:07:32,0,,0.5445,Uber
fee doubling,"What a trash app, the ride was supposed to be less than £5 but due to traffic it was almost £9. Absolute joke. I understand adding a fee but doubling the price because you can is a joke. This is the last time I'm using it. I can't imagine what I would pay if I would get stuck in an accident. Uninstalled.",-1,2025-09-11 14:07:32,0,,0.3704,Uber
accident uninstalled,"What a trash app, the ride was supposed to be less than £5 but due to traffic it was almost £9. Absolute joke. I understand adding a fee but doubling the price because you can is a joke. This is the last time I'm using it. I can't imagine what I would pay if I would get stuck in an accident. Uninstalled.",-1,2025-09-11 14:07:32,0,,0.3237,Uber
trash,"What a trash app, the ride was supposed to be less than £5 but due to traffic it was almost £9. Absolute joke. I understand adding a fee but doubling the price because you can is a joke. This is the last time I'm using it. I can't imagine what I would pay if I would get stuck in an accident. Uninstalled.",-1,2025-09-11 14:07:32,0,,0.2667,Uber
joke understand,"What a trash app, the ride was supposed to be less than £5 but due to traffic it was almost £9. Absolute joke. I understand adding a fee but doubling the price because you can is a joke. This is the last time I'm using it. I can't imagine what I would pay if I would get stuck in an accident. Uninstalled.",-1,2025-09-11 14:07:32,0,,0.1204,Uber
trip uber,"First trip with Uber, and not from this city. But Shakeel the driver found me, and helpede to my destination. Thank you!",1,2025-09-11 14:06:55,0,,0.6864,Uber
city shakeel,"First trip with Uber, and not from this city. But Shakeel the driver found me, and helpede to my destination. Thank you!",1,2025-09-11 14:06:55,0,,0.444,Uber
destination thank,"First trip with Uber, and not from this city. But Shakeel the driver found me, and helpede to my destination. Thank you!",1,2025-09-11 14:06:55,0,,0.397,Uber
taxi driver,"First trip with Uber, and not from this city. But Shakeel the driver found me, and helpede to my destination. Thank you!",1,2025-09-11 14:06:55,0,,0.3583,Uber
helpede,"First trip with Uber, and not from this city. But Shakeel the driver found me, and helpede to my destination. Thank you!",1,2025-09-11 14:06:55,0,,0.2279,Uber
friendly,"fast,& friendly, on a budget",0,2025-09-11 14:06:47,0,,0.6798,Uber
budget,"fast,& friendly, on a budget",0,2025-09-11 14:06:47,0,,0.5557,Uber
fast,"fast,& friendly, on a budget",0,2025-09-11 14:06:47,0,,0.4965,Uber
good customer,good,1,2025-09-11 14:03:00,0,,1.0,Uber
helpfull,helpful,0,2025-09-11 13:59:03,0,,1.0,Uber
charged uber,"my driver marked they picked me up and dropped me off one minute after my ride was supposed to stop, and I was charged the full amount and now Uber doesn't have customer service support?",-1,2025-09-11 13:57:54,0,,0.6035,Uber
service support,"my driver marked they picked me up and dropped me off one minute after my ride was supposed to stop, and I was charged the full amount and now Uber doesn't have customer service support?",-1,2025-09-11 13:57:54,0,,0.3302,Uber
picked dropped,"my driver marked they picked me up and dropped me off one minute after my ride was supposed to stop, and I was charged the full amount and now Uber doesn't have customer service support?",-1,2025-09-11 13:57:54,0,,0.2192,Uber
stop,"my driver marked they picked me up and dropped me off one minute after my ride was supposed to stop, and I was charged the full amount and now Uber doesn't have customer service support?",-1,2025-09-11 13:57:54,0,,0.069,Uber
supposed,"my driver marked they picked me up and dropped me off one minute after my ride was supposed to stop, and I was charged the full amount and now Uber doesn't have customer service support?",-1,2025-09-11 13:57:54,0,,0.0541,Uber
reliable,always reliable!,1,2025-09-11 13:56:39,0,,0.7093,Uber
fraud booked,"such a fraud, I had booked a cab on 28th May, 2025 and paid by cash but when I am going to book again app is showing that your payment is pending, when I connect customer service it says that you can't complain now, you should have to complain within 1 week of ride. Driver's name is Debu Hazari (Uber go ride) at 7:01 pm (drop off 7:35 pm) from navina cinema, tollygaunge, kolkata to behala, kolkata.",-1,2025-09-11 13:53:26,0,,0.5209,Uber
uber ride,"such a fraud, I had booked a cab on 28th May, 2025 and paid by cash but when I am going to book again app is showing that your payment is pending, when I connect customer service it says that you can't complain now, you should have to complain within 1 week of ride. Driver's name is Debu Hazari (Uber go ride) at 7:01 pm (drop off 7:35 pm) from navina cinema, tollygaunge, kolkata to behala, kolkata.",-1,2025-09-11 13:53:26,0,,0.4685,Uber
pending connect,"such a fraud, I had booked a cab on 28th May, 2025 and paid by cash but when I am going to book again app is showing that your payment is pending, when I connect customer service it says that you can't complain now, you should have to complain within 1 week of ride. Driver's name is Debu Hazari (Uber go ride) at 7:01 pm (drop off 7:35 pm) from navina cinema, tollygaunge, kolkata to behala, kolkata.",-1,2025-09-11 13:53:26,0,,0.2887,Uber
behala kolkata,"such a fraud, I had booked a cab on 28th May, 2025 and paid by cash but when I am going to book again app is showing that your payment is pending, when I connect customer service it says that you can't complain now, you should have to complain within 1 week of ride. Driver's name is Debu Hazari (Uber go ride) at 7:01 pm (drop off 7:35 pm) from navina cinema, tollygaunge, kolkata to behala, kolkata.",-1,2025-09-11 13:53:26,0,,0.2171,Uber
28th 2025,"such a fraud, I had booked a cab on 28th May, 2025 and paid by cash but when I am going to book again app is showing that your payment is pending, when I connect customer service it says that you can't complain now, you should have to complain within 1 week of ride. Driver's name is Debu Hazari (Uber go ride) at 7:01 pm (drop off 7:35 pm) from navina cinema, tollygaunge, kolkata to behala, kolkata.",-1,2025-09-11 13:53:26,0,,0.1062,Uber
friendly,lovely friendly man,1,2025-09-11 13:52:36,0,,0.8607,Uber
lovely,lovely friendly man,1,2025-09-11 13:52:36,0,,0.539,Uber
man,lovely friendly man,1,2025-09-11 13:52:36,0,,0.4218,Uber
app theem,app theem,0,2025-09-11 13:50:13,0,,1.0,Uber
app ride,app theem,0,2025-09-11 13:50:13,0,,0.8357,Uber
clean cars,"clean cars, very friendly and professional drivers, great music of all genre",1,2025-09-11 13:48:36,0,,0.5873,Uber
great music,"clean cars, very friendly and professional drivers, great music of all genre",1,2025-09-11 13:48:36,0,,0.4816,Uber
drivers great,"clean cars, very friendly and professional drivers, great music of all genre",1,2025-09-11 13:48:36,0,,0.4111,Uber
friendly,"clean cars, very friendly and professional drivers, great music of all genre",1,2025-09-11 13:48:36,0,,0.2737,Uber
prompt professional,"clean cars, very friendly and professional drivers, great music of all genre",1,2025-09-11 13:48:36,0,,0.2385,Uber
el servicio,"el servicio ha ido cayendo horriblemente. los autos en mal estado, cancelan el viaje minutos antes de llegar al punto de encuentro. Deberían ser más estrictos con los conductores.",0,2025-09-11 13:48:08,0,,0.638,Uber
conductores,"el servicio ha ido cayendo horriblemente. los autos en mal estado, cancelan el viaje minutos antes de llegar al punto de encuentro. Deberían ser más estrictos con los conductores.",0,2025-09-11 13:48:08,0,,0.3965,Uber
autos,"el servicio ha ido cayendo horriblemente. los autos en mal estado, cancelan el viaje minutos antes de llegar al punto de encuentro. Deberían ser más estrictos con los conductores.",0,2025-09-11 13:48:08,0,,0.3112,Uber
ha ido,"el servicio ha ido cayendo horriblemente. los autos en mal estado, cancelan el viaje minutos antes de llegar al punto de encuentro. Deberían ser más estrictos con los conductores.",0,2025-09-11 13:48:08,0,,0.0967,Uber
llegar,"el servicio ha ido cayendo horriblemente. los autos en mal estado, cancelan el viaje minutos antes de llegar al punto de encuentro. Deberían ser más estrictos con los conductores.",0,2025-09-11 13:48:08,0,,0.0789,Uber
good customer,good 👍,1,2025-09-11 13:47:48,0,,0.794,Uber
easy drive,So easy to move around while I can't drive!,0,2025-09-11 13:47:48,0,,0.5956,Uber
bad app,bad,-1,2025-09-11 13:40:15,0,,1.0,Uber
app useful,it is very useful for me.l love it.,1,2025-09-11 13:38:25,0,,0.5909,Uber
useful love,it is very useful for me.l love it.,1,2025-09-11 13:38:25,0,,0.4548,Uber
love promotions,it is very useful for me.l love it.,1,2025-09-11 13:38:25,0,,0.1507,Uber
automobile booking,Definitely one of the best automobile booking app. The captains don't charge extra. Takes a decent time for conformation of ride. Professional and polite captain.,1,2025-09-11 13:37:58,0,,0.6193,Uber
captains don,Definitely one of the best automobile booking app. The captains don't charge extra. Takes a decent time for conformation of ride. Professional and polite captain.,1,2025-09-11 13:37:58,0,,0.3349,Uber
app ride,Definitely one of the best automobile booking app. The captains don't charge extra. Takes a decent time for conformation of ride. Professional and polite captain.,1,2025-09-11 13:37:58,0,,0.2595,Uber
conformation ride,Definitely one of the best automobile booking app. The captains don't charge extra. Takes a decent time for conformation of ride. Professional and polite captain.,1,2025-09-11 13:37:58,0,,0.2529,Uber
definitely best,Definitely one of the best automobile booking app. The captains don't charge extra. Takes a decent time for conformation of ride. Professional and polite captain.,1,2025-09-11 13:37:58,0,,0.2425,Uber
uber charged,"no customer rights support, driver cancel the the trip and Uber charged me for cancellation 😡",-1,2025-09-11 13:37:28,0,,0.6215,Uber
fee cancel,"no customer rights support, driver cancel the the trip and Uber charged me for cancellation 😡",-1,2025-09-11 13:37:28,0,,0.4744,Uber
rights support,"no customer rights support, driver cancel the the trip and Uber charged me for cancellation 😡",-1,2025-09-11 13:37:28,0,,0.3941,Uber
good customer,"no customer rights support, driver cancel the the trip and Uber charged me for cancellation 😡",-1,2025-09-11 13:37:28,0,,0.3749,Uber
trip uber,"no customer rights support, driver cancel the the trip and Uber charged me for cancellation 😡",-1,2025-09-11 13:37:28,0,,0.2667,Uber
ride safe,Ride was safe & comfortable,1,2025-09-11 13:35:31,0,,0.8203,Uber
safe comfortable,Ride was safe & comfortable,1,2025-09-11 13:35:31,0,,0.6925,Uber
ride 40,Ride was safe & comfortable,1,2025-09-11 13:35:31,0,,0.5812,Uber
clean comfortable,Ride was safe & comfortable,1,2025-09-11 13:35:31,0,,0.5412,Uber
wesley,Great trip experience especially Wesley,1,2025-09-11 13:28:40,0,,0.625,Uber
trip experience,Great trip experience especially Wesley,1,2025-09-11 13:28:40,0,,0.6005,Uber
great trip,Great trip experience especially Wesley,1,2025-09-11 13:28:40,0,,0.5544,Uber
